seed,result,time (seconds)
1539,solved,0
1540,unsolvable,6.646
1541,solved,0.008
1542,solved,0.002
1543,solved,0
1544,unsolvable,26.037
1545,solved,0
1546,solved,0.018
1547,solved,0.687
1548,solved,0.001
1549,solved,0
1550,unsolvable,0.002
1551,solved,0
1552,solved,0.001
1553,solved,0.002
1554,solved,0
1555,unsolvable,0.113
1556,solved,0
1557,solved,0.653
1558,unsolvable,0
1559,solved,0.001
1560,solved,0
1561,unknown,3600
1562,solved,0
1563,solved,0
1564,solved,0
1565,solved,0
1566,solved,0.007
1567,unsolvable,0.003
1568,solved,0
1569,solved,0.195
1570,unsolvable,365.255
1571,solved,0.401
1572,unknown,3600.02
1573,solved,0.001
1574,unsolvable,0.003
1575,solved,0.001
1576,solved,0
1577,solved,0
1578,solved,0
1579,solved,0
1580,solved,0.04
1581,unsolvable,0.807
1582,unsolvable,38.504
1583,solved,0.001
1584,unsolvable,12.074
1585,solved,0
1586,solved,0.306
1587,solved,0.001
1588,solved,0
1589,solved,0
1590,solved,0
1591,solved,0.254
1592,solved,0.043
1593,unsolvable,0
1594,unknown,3600
1595,unsolvable,0.07
1596,solved,0.228
1597,solved,0.012
1598,unsolvable,577.129
1599,solved,0
1600,solved,0.053
1601,solved,0
1602,solved,0
1603,unsolvable,0
1604,unknown,3600
1605,solved,0
1606,solved,0
1607,solved,0.025
1608,solved,0
1609,solved,0.175
1610,solved,0
1611,solved,0.006
1612,solved,0
1613,solved,0
1614,solved,0.031
1615,solved,0
1616,solved,0
1617,solved,0
1618,solved,0
1619,solved,0.001
1620,solved,0.013
1621,solved,0.001
1622,solved,0
1623,solved,0.005
1624,solved,0
1625,solved,0
1626,solved,0.117
1627,solved,0
1628,solved,0.056
1629,solved,0.001
1630,solved,0
1631,solved,0
1632,unsolvable,14.543
1633,solved,0.587
1634,solved,0.001
1635,solved,0
1636,solved,0
1637,solved,0.002
1638,solved,8.212
1639,solved,0
1640,solved,0.013
1641,solved,0
1642,solved,0.014
1643,solved,0
1644,unsolvable,0.067
1645,solved,0.001
1646,solved,0.001
1647,solved,0
1648,solved,0
1649,solved,0
1650,solved,0.001
1651,solved,0.372
1652,solved,0.005
1653,unsolvable,1.079
1654,solved,0.012
1655,unsolvable,0
1656,unsolvable,0.001
1657,solved,0
1658,unsolvable,5.933
1659,unsolvable,0
1660,solved,0
1661,unsolvable,0.04
1662,solved,0.002
1663,solved,0.125
1664,solved,0
1665,solved,0.095
1666,solved,0.006
1667,solved,0
1668,solved,0.001
1669,unsolvable,5.878
1670,solved,0.005
1671,solved,1.777
1672,unsolvable,0.001
1673,solved,0
1674,solved,0
1675,unsolvable,0.079
1676,solved,0
1677,solved,14.301
1678,solved,0
1679,solved,0
1680,unknown,3600
1681,solved,0
1682,solved,0.055
1683,solved,0.001
1684,unsolvable,0.128
1685,solved,0
1686,solved,0.1
1687,solved,0
1688,solved,0
1689,solved,0
1690,unsolvable,1.195
1691,solved,0.331
1692,solved,0
1693,unknown,3600
1694,solved,1.014
1695,solved,0
1696,solved,0.008
1697,solved,0
1698,solved,0.117
1699,solved,0
1700,solved,0
1701,solved,0
1702,solved,0
1703,solved,0.075
1704,solved,0.01
1705,unsolvable,2.512
1706,solved,0.009
1707,solved,0.001
1708,solved,0.001
1709,unknown,3600
1710,solved,0.046
1711,solved,0
1712,solved,0.001
1713,solved,0.082
1714,unknown,3600
1715,unsolvable,0.464
1716,solved,0.151
1717,solved,0
1718,solved,0.238
1719,solved,0.006
1720,solved,0
1721,solved,0
1722,unknown,3600
1723,solved,0
1724,solved,0
1725,solved,0.181
1726,unsolvable,0.39
1727,solved,0
1728,solved,0
1729,solved,0.004
1730,solved,0
1731,solved,114.645
1732,solved,95.616
1733,solved,0.01
1734,solved,0.002
1735,solved,0.008
1736,solved,0
1737,solved,0.199
1738,solved,1.576
1739,solved,0
1740,solved,0.006
1741,solved,0.006
1742,solved,0
1743,solved,121.765
1744,solved,0
1745,solved,0
1746,unsolvable,0
1747,solved,0.001
1748,solved,0
1749,solved,0.001
1750,solved,0.092
1751,solved,0
1752,solved,0
1753,solved,1481.025
1754,solved,0
1755,solved,0
1756,solved,0.014
1757,solved,2.585
1758,solved,0.004
1759,solved,0
1760,solved,0
1761,solved,0
1762,solved,0.003
1763,solved,0
1764,solved,0
1765,unknown,3600
1766,unsolvable,2.72
1767,unknown,3600
1768,solved,0.598
1769,solved,0.058
1770,solved,0
1771,solved,0
1772,unsolvable,0
1773,solved,0
1774,solved,0.045
1775,solved,0.597
1776,solved,0.009
1777,solved,0
1778,unknown,3600
1779,solved,0
1780,unsolvable,0.019
1781,unsolvable,282.972
1782,solved,0.001
1783,unsolvable,0
1784,unsolvable,0.783
1785,solved,54.178
1786,solved,0.001
1787,unsolvable,2.285
1788,solved,0
1789,unsolvable,0.905
1790,solved,0
1791,unsolvable,0.024
1792,solved,0
1793,unsolvable,0
1794,solved,0.001
1795,solved,0.001
1796,solved,0
1797,solved,0.047
1798,solved,0.001
1799,solved,0
1800,unsolvable,1.091
1801,solved,0.015
1802,solved,0.182
1803,solved,0
1804,solved,0
1805,unknown,3600
1806,solved,0.001
1807,solved,0
1808,unsolvable,0
1809,solved,0.001
1810,solved,0.007
1811,unsolvable,0.648
1812,solved,0.005
1813,unknown,3600
1814,solved,0.213
1815,unsolvable,0
1816,unknown,3600
1817,solved,0.085
1818,solved,0
1819,unsolvable,2.584
1820,solved,0.001
1821,solved,0
1822,unsolvable,0
1823,solved,225.542
1824,solved,0.025
1825,solved,0
1826,solved,0
1827,unsolvable,15.148
1828,solved,0.074
1829,solved,0
1830,solved,0
1831,solved,0
1832,solved,0.315
1833,solved,6.161
1834,solved,0
1835,solved,0
1836,solved,0.073
1837,unsolvable,0.029
1838,solved,0
1839,solved,0.23
1840,unknown,3600
1841,solved,1.07
1842,solved,0
1843,solved,0.024
1844,solved,0
1845,unknown,3600
1846,solved,0
1847,solved,0.007
1848,solved,0.032
1849,unsolvable,0.001
1850,solved,0.001
1851,solved,0.003
1852,solved,0
1853,unsolvable,1474.618
1854,solved,0
1855,solved,0
1856,solved,0
1857,solved,0.002
1858,unsolvable,6.693
1859,solved,0
1860,solved,0.001
1861,solved,0
1862,solved,0.033
1863,solved,0.001
1864,solved,0.06
1865,unsolvable,0
1866,solved,1.485
1867,solved,4.45
1868,solved,0.014
1869,solved,0.018
1870,unknown,3600
1871,unsolvable,0.043
1872,unsolvable,0
1873,solved,0
1874,solved,0
1875,solved,0.389
1876,unsolvable,0.082
1877,solved,0.165
1878,solved,0
1879,unsolvable,0.048
1880,solved,0
1881,solved,0
1882,solved,0.005
1883,solved,0
1884,solved,0
1885,solved,0.001
1886,solved,0
1887,unsolvable,0.285
1888,solved,0
1889,solved,0
1890,solved,0.015
1891,solved,0
1892,solved,0.304
1893,solved,0
1894,solved,0.004
1895,solved,0
1896,solved,0.009
1897,solved,0
1898,solved,0.009
1899,solved,0
1900,solved,1.111
1901,solved,0.053
1902,solved,0.001
1903,unsolvable,0.6
1904,solved,0
1905,unsolvable,0.367
1906,solved,0
1907,solved,0.058
1908,solved,0.024
1909,solved,0
1910,solved,1410.27
1911,solved,0.416
1912,solved,0
1913,solved,0
1914,solved,0
1915,solved,0.003
1916,solved,0
1917,solved,0.114
1918,solved,0.037
1919,solved,0
1920,solved,0.001
1921,solved,0
1922,unknown,3600
1923,solved,0.501
1924,unsolvable,4.878
1925,solved,0
1926,solved,0
1927,solved,0.007
1928,solved,0.002
1929,solved,0
1930,solved,0
1931,unsolvable,1.926
1932,solved,0
1933,solved,0.003
1934,solved,0.001
1935,solved,0.02
1936,solved,0
1937,solved,0
1938,unsolvable,0
1939,solved,0.005
1940,solved,0.121
1941,solved,0
1942,solved,0
1943,solved,0.36
1944,solved,0.103
1945,solved,0.01
1946,unsolvable,0.005
1947,solved,0
1948,solved,0
1949,solved,0.006
1950,solved,0.037
1951,solved,0
1952,solved,2.163
1953,unsolvable,0.035
1954,unknown,3600
1955,solved,6.159
1956,solved,0
1957,solved,0.002
1958,solved,0
1959,solved,0
1960,unsolvable,0.008
1961,solved,0
1962,solved,2.607
1963,solved,0
1964,solved,0
1965,unsolvable,0.014
1966,solved,0
1967,solved,0.007
1968,solved,0
1969,solved,0
1970,unknown,3600
1971,solved,0
1972,solved,0
1973,solved,0
1974,solved,0
1975,unsolvable,1.287
1976,solved,0
1977,solved,0
1978,unknown,3600.023
1979,solved,0.018
1980,solved,0.022
1981,solved,0.03
1982,solved,0
1983,solved,0
1984,solved,729.429
1985,solved,0
1986,solved,0.025
1987,solved,6.203
1988,solved,0.002
1989,solved,0
1990,solved,0
1991,unsolvable,1.94
1992,solved,0
1993,solved,0
1994,solved,0
1995,solved,0.096
1996,solved,0.35
1997,solved,0
1998,solved,0
1999,solved,0.396
2000,solved,0.003
2001,solved,0.013
2002,unknown,3600
2003,solved,0
2004,solved,0
2005,solved,457.918
2006,solved,0.002
2007,unknown,3600
2008,unsolvable,0.041
2009,solved,0.001
2010,solved,0.002
2011,solved,0
2012,solved,0.002
2013,solved,0.051
2014,solved,0
2015,solved,0
2016,solved,0.003
2017,solved,0.005
2018,solved,0.842
2019,solved,0.001
2020,unsolvable,0.057
2021,unsolvable,0
2022,unsolvable,0.047
2023,solved,0.006
2024,unsolvable,6.734
2025,unsolvable,0.184
2026,solved,4.238
2027,solved,0
2028,unsolvable,0.006
2029,solved,0.003
2030,unsolvable,66.372
2031,unsolvable,0.651
2032,solved,0
2033,solved,0.007
2034,solved,0
2035,solved,0
2036,solved,0
2037,solved,0
2038,solved,0
2039,solved,0
2040,solved,0
2041,solved,2.743
2042,solved,0.001
2043,solved,1.856
2044,solved,0
2045,solved,0
2046,solved,0.674
2047,solved,0.004
2048,solved,0
2049,unsolvable,0
2050,solved,0
2051,solved,0.002
2052,solved,0
2053,solved,0
2054,solved,0
2055,unsolvable,0
2056,solved,0
2057,solved,12.074
2058,solved,0.002
2059,solved,0.014
2060,solved,0
2061,solved,0
2062,solved,0.045
2063,solved,0.001
2064,solved,0
2065,unsolvable,0
2066,solved,0.003
2067,solved,0.003
2068,solved,0.001
2069,solved,0
2070,solved,0.007
2071,solved,0
2072,solved,0.44
2073,solved,0.001
2074,unknown,3600.001
2075,solved,0
2076,solved,0.021
2077,solved,0
2078,solved,0.577
2079,unsolvable,0.088
2080,solved,0.001
2081,unsolvable,0
2082,unsolvable,0
2083,solved,0
2084,solved,0.087
2085,solved,0
2086,solved,0.001
2087,solved,0
2088,solved,0.116
2089,solved,0
2090,unsolvable,0
2091,unknown,3600
2092,solved,0
2093,unknown,3600
2094,solved,0.001
2095,solved,0.001
2096,solved,0.165
2097,solved,0.01
2098,solved,0.005
2099,solved,0
2100,unknown,3600
2101,unsolvable,0
2102,solved,0
2103,solved,0
2104,unsolvable,1.234
2105,solved,0.001
2106,solved,2.993
2107,solved,0.038
2108,solved,0
2109,unsolvable,0
2110,solved,0.418
2111,solved,0.003
2112,solved,0
2113,unsolvable,32.579
2114,solved,0
2115,solved,0.202
2116,solved,0.137
2117,solved,0.205
2118,solved,0
2119,solved,0.008
2120,solved,0
2121,solved,0.001
2122,solved,0.006
2123,solved,0.001
2124,solved,0
2125,unknown,3600
2126,solved,0
2127,solved,0
2128,solved,0
2129,solved,0.005
2130,solved,0.002
2131,solved,0
2132,solved,0.021
2133,solved,0
2134,solved,0
2135,solved,0
2136,solved,0.006
2137,solved,0.001
2138,unknown,3600
2139,solved,0
2140,solved,0
2141,solved,0
2142,solved,0.061
2143,solved,0.042
2144,solved,0.01
2145,solved,0.398
2146,solved,0
2147,solved,0
2148,solved,0.003
2149,solved,0
2150,unsolvable,0
2151,solved,0.001
2152,unsolvable,523.461
2153,unsolvable,0.008
2154,unsolvable,68.661
2155,solved,0
2156,solved,0.904
2157,unsolvable,0.003
2158,unsolvable,0
2159,solved,0.013
2160,solved,0.013
2161,solved,1.275
2162,solved,0.584
2163,solved,0
2164,solved,0.075
2165,solved,3.534
2166,solved,3.255
2167,solved,0
2168,solved,0
2169,solved,0.012
2170,solved,0.001
2171,solved,2.866
2172,solved,0.053
2173,solved,0
2174,solved,0.02
2175,solved,0
2176,solved,0
2177,solved,0
2178,solved,0.119
2179,solved,0.004
2180,solved,0
2181,solved,0.071
2182,solved,0
2183,solved,0
2184,solved,0
2185,solved,0.001
2186,unsolvable,0
2187,solved,0
2188,unsolvable,0.576
2189,solved,0
2190,unsolvable,5.493
2191,solved,0.048
2192,solved,0
2193,unsolvable,0.004
2194,unsolvable,314.37
2195,solved,0.012
2196,solved,0.109
2197,unsolvable,4.859
2198,unsolvable,3305.802
2199,solved,0.746
2200,solved,0.001
2201,unknown,3600
2202,unsolvable,0
2203,solved,0
2204,solved,0
2205,solved,0.03
2206,solved,0
2207,solved,0
2208,unsolvable,0
2209,solved,0
2210,solved,0
2211,solved,0
2212,solved,0
2213,solved,0
2214,solved,0.011
2215,unknown,3600
2216,solved,0.907
2217,solved,0.001
2218,solved,0
2219,solved,0.001
2220,solved,0
2221,solved,0.041
2222,solved,0
2223,solved,0
2224,unsolvable,0
2225,solved,0.02
2226,solved,1228.157
2227,solved,0.001
2228,solved,0
2229,solved,0
2230,solved,1.001
2231,unsolvable,0.022
2232,solved,0.127
2233,solved,0.077
2234,unsolvable,0.789
2235,solved,0.003
2236,solved,0
2237,solved,0
2238,unsolvable,0
2239,solved,0.549
2240,solved,0
2241,solved,0
2242,unsolvable,122.183
2243,solved,0
2244,solved,0.001
2245,solved,0.001
2246,solved,0.002
2247,solved,0
2248,solved,0.056
2249,solved,0.001
2250,solved,0
2251,solved,0
2252,solved,0
2253,solved,0
2254,solved,0.029
2255,solved,0.018
2256,solved,82.035
2257,solved,0
2258,solved,0
2259,solved,0
2260,solved,0.004
2261,unsolvable,0
2262,solved,0.001
2263,solved,0.001
2264,solved,0
2265,solved,0
2266,solved,0.003
2267,solved,0
2268,solved,0
2269,solved,0.002
2270,solved,0
2271,solved,0
2272,solved,0
2273,solved,0.001
2274,unsolvable,0
2275,solved,0
2276,solved,0
2277,solved,0
2278,solved,0
2279,solved,0.177
2280,unsolvable,0
2281,solved,0.002
2282,solved,0
2283,solved,2.816
2284,unsolvable,0.248
2285,solved,0.007
2286,solved,0.005
2287,solved,0.001
2288,solved,0.038
2289,unsolvable,1.597
2290,solved,0
2291,solved,0.004
2292,solved,0.001
2293,solved,0
2294,solved,0.017
2295,solved,0.001
2296,solved,0
2297,solved,0
2298,solved,0.006
2299,solved,0
2300,solved,0
2301,solved,0.096
2302,solved,0.016
2303,solved,0
2304,solved,0.004
2305,unsolvable,0
2306,solved,0.015
2307,solved,0.02
2308,solved,0
2309,unsolvable,0.096
2310,unsolvable,79.539
2311,solved,0
2312,solved,0
2313,solved,0
2314,solved,0.886
2315,unsolvable,3003.557
2316,solved,0.348
2317,unsolvable,0.159
2318,solved,50.257
2319,solved,0.002
2320,solved,0
2321,unsolvable,0
2322,solved,0.088
2323,solved,0.322
2324,solved,0
2325,solved,0.002
2326,solved,0
2327,solved,3.889
2328,solved,0.034
2329,unsolvable,69.978
2330,solved,0.003
2331,solved,0
2332,solved,0.005
2333,solved,0.002
2334,solved,0
2335,solved,0
2336,unsolvable,0.022
2337,solved,0.102
2338,solved,0
2339,unknown,3600
2340,solved,0
2341,unsolvable,0.018
2342,unsolvable,0
2343,solved,0
2344,unknown,3600
2345,solved,0.002
2346,solved,0.003
2347,unsolvable,0.007
2348,solved,0.001
2349,unknown,3600
2350,unsolvable,0
2351,solved,0
2352,solved,0
2353,solved,1.807
2354,solved,0.005
2355,solved,0.091
2356,solved,0
2357,solved,0
2358,solved,0
2359,solved,0.001
2360,unsolvable,0.002
2361,solved,0
2362,solved,0
2363,solved,0.002
2364,unsolvable,0.284
2365,solved,6.092
2366,unsolvable,1.333
2367,solved,0.789
2368,solved,0.004
2369,unknown,3600
2370,solved,0
2371,solved,0.008
2372,unknown,3600
2373,solved,0.022
2374,unsolvable,0.001
2375,unsolvable,0.035
2376,solved,0.002
2377,unsolvable,0
2378,solved,0
2379,unknown,3600
2380,solved,0.006
2381,solved,0
2382,unknown,3600
2383,solved,0
2384,unsolvable,0.005
2385,unsolvable,0
2386,solved,0
2387,unsolvable,0
2388,solved,0
2389,solved,0
2390,solved,0.004
2391,solved,0
2392,solved,0
2393,unsolvable,3.683
2394,solved,8.687
2395,solved,0.021
2396,solved,3.285
2397,solved,0.025
2398,solved,0
2399,solved,0
2400,solved,0
2401,solved,0
2402,solved,0.159
2403,solved,0.357
2404,solved,0.058
2405,solved,0.005
2406,solved,0
2407,solved,0
2408,solved,0
2409,solved,0
2410,solved,0
2411,solved,0
2412,solved,0.02
2413,unsolvable,0.114
2414,solved,0.005
2415,solved,0
2416,unsolvable,4.27
2417,solved,0
2418,solved,0.001
2419,unknown,3600
2420,solved,0.001
2421,solved,0.025
2422,solved,3.12
2423,unknown,3600
2424,solved,0
2425,solved,0
2426,unknown,3600
2427,solved,0.005
2428,unknown,3600
2429,solved,0
2430,solved,0.012
2431,solved,0.104
2432,solved,0
2433,solved,2.858
2434,solved,0.102
2435,unsolvable,0.035
2436,solved,0.101
2437,solved,0
2438,solved,0.001
2439,solved,0
2440,solved,1.415
2441,solved,0.024
2442,solved,0.007
2443,solved,0.202
2444,solved,0
2445,solved,0
2446,solved,0
2447,solved,0
2448,solved,0
2449,solved,0.005
2450,unsolvable,0.002
2451,solved,0
2452,solved,8.325
2453,solved,0
2454,unsolvable,1.597
2455,solved,0
2456,unsolvable,0
2457,solved,0.007
2458,solved,0.002
2459,unsolvable,0
2460,solved,0.001
2461,solved,0.001
2462,solved,0
2463,solved,0.044
2464,solved,0
2465,solved,0.008
2466,solved,0.199
2467,unsolvable,0.014
2468,unsolvable,2839.244
2469,solved,0.003
2470,solved,0
2471,unsolvable,0.061
2472,unsolvable,0.086
2473,solved,1.094
2474,solved,0
2475,solved,0
2476,solved,0.003
2477,solved,0
2478,unsolvable,0.004
2479,unsolvable,1.475
2480,solved,0.004
2481,solved,0
2482,unsolvable,7.007
2483,solved,362.505
2484,solved,0.09
2485,solved,0.22
2486,solved,4.087
2487,solved,1.401
2488,solved,0
2489,solved,0
2490,solved,0.004
2491,solved,0.337
2492,solved,0.962
2493,solved,10.258
2494,solved,0.007
2495,unknown,3600
2496,unsolvable,0.009
2497,solved,0
2498,solved,0
2499,unknown,3600
2500,solved,0
2501,solved,0.009
2502,unsolvable,0
2503,solved,6.522
2504,solved,0.001
2505,solved,0
2506,unsolvable,0.105
2507,solved,0.055
2508,solved,0
2509,solved,0
2510,unsolvable,0
2511,unknown,3600
2512,solved,0
2513,solved,0.003
2514,solved,1.319
2515,solved,0
2516,solved,0.762
2517,solved,2.376
2518,solved,0.008
2519,solved,0
2520,solved,0
2521,unknown,3600
2522,solved,0.676
2523,unknown,3600
2524,solved,0.003
2525,solved,0.001
2526,solved,0
2527,solved,0.001
2528,solved,0
2529,solved,0
2530,solved,0
2531,unsolvable,0.335
2532,solved,0.001
2533,unsolvable,0
2534,unsolvable,216.224
2535,solved,0.753
2536,unsolvable,0.073
2537,solved,0.001
2538,solved,0.074
2539,solved,0
2540,solved,0
2541,unsolvable,0
2542,solved,0
2543,solved,0.008
2544,solved,0
2545,solved,0
2546,solved,0
2547,solved,0
2548,solved,0.001
2549,unsolvable,0.155
2550,solved,0
2551,solved,0.003
2552,solved,0
2553,solved,0
2554,solved,0
2555,solved,0
2556,unsolvable,0.58
2557,solved,0.001
2558,unsolvable,0
2559,unsolvable,0.254
2560,solved,0
2561,solved,0.004
2562,solved,3.065
2563,solved,0.02
2564,solved,0.035
2565,solved,0
2566,unsolvable,200.619
2567,solved,0.15
2568,solved,0
2569,solved,0.002
2570,solved,0.152
2571,solved,0
2572,unsolvable,0.029
2573,solved,0
2574,unsolvable,13.015
2575,unknown,3600
2576,solved,0.003
2577,solved,0
2578,solved,4.431
2579,unsolvable,1.288
2580,unsolvable,0.587
2581,solved,0.018
2582,solved,0
2583,solved,0.001
2584,solved,0
2585,solved,1.052
2586,unsolvable,0.436
2587,solved,0.001
2588,solved,0
2589,solved,0.027
2590,solved,0
2591,solved,0.002
2592,solved,0.087
2593,solved,0
2594,solved,1.159
2595,solved,0
2596,unknown,3600
2597,unsolvable,0.038
2598,solved,0.044
2599,unknown,3600
2600,solved,0.001
2601,solved,0.006
2602,solved,0
2603,solved,0.011
2604,unsolvable,31.951
2605,solved,0
2606,solved,0.01
2607,solved,1.137
2608,unsolvable,0
2609,solved,0
2610,solved,0.497
2611,solved,4.293
2612,solved,0.154
2613,unsolvable,0.001
2614,solved,0
2615,solved,0
2616,solved,0
2617,solved,0.009
2618,unsolvable,2.671
2619,solved,0
2620,solved,0.024
2621,solved,0
2622,solved,0.003
2623,solved,0.11
2624,solved,0
2625,unsolvable,0.555
2626,unknown,3600
2627,solved,0
2628,solved,0
2629,solved,0
2630,solved,0.005
2631,solved,0
2632,solved,2.86
2633,solved,1.002
2634,unsolvable,0.002
2635,unsolvable,303.755
2636,solved,0
2637,solved,0.001
2638,solved,0
2639,solved,1.277
2640,solved,2.139
2641,solved,0.061
2642,solved,0.001
2643,solved,8.779
2644,solved,1.782
2645,solved,0
2646,solved,0
2647,unsolvable,2.265
2648,solved,0.002
2649,solved,0
2650,solved,5.487
2651,solved,0.042
2652,solved,0
2653,unsolvable,2.697
2654,solved,0
2655,solved,1.254
2656,solved,9.247
2657,solved,0
2658,unsolvable,94.762
2659,solved,0.027
2660,solved,0
2661,solved,0.35
2662,unsolvable,50.657
2663,solved,0.06
2664,unsolvable,0.087
2665,solved,0
2666,solved,0.003
2667,solved,0
2668,solved,0.001
2669,solved,0.028
2670,solved,0.003
2671,solved,0
2672,solved,0.336
2673,solved,0.001
2674,solved,0.33
2675,solved,1.713
2676,solved,0
2677,solved,0
2678,solved,0.007
2679,unknown,3600
2680,unsolvable,0
2681,unsolvable,22.789
2682,solved,0.025
2683,solved,2.879
2684,solved,0
2685,solved,0.148
2686,solved,0.001
2687,solved,0.809
2688,unsolvable,0.089
2689,solved,0.082
2690,solved,0.022
2691,solved,0.001
2692,solved,0
2693,solved,0
2694,solved,0.353
2695,solved,0.126
2696,solved,0
2697,solved,0.048
2698,solved,0
2699,unsolvable,19.638
2700,unsolvable,0
2701,solved,0.075
2702,unsolvable,61.991
2703,solved,0
2704,solved,0
2705,solved,0.006
2706,solved,0.12
2707,solved,0.716
2708,solved,0
2709,solved,1.176
2710,solved,0.003
2711,solved,0
2712,solved,0
2713,solved,0.006
2714,solved,0.623
2715,solved,0.001
2716,solved,0.005
2717,solved,0.05
2718,solved,0.014
2719,unsolvable,29.032
2720,solved,0.002
2721,unsolvable,0.002
2722,solved,0
2723,solved,0.031
2724,solved,0.001
2725,solved,0
2726,solved,0
2727,solved,0.024
2728,unsolvable,0.049
2729,solved,0
2730,solved,0.617
2731,unsolvable,0.016
2732,solved,0
2733,solved,0
2734,unsolvable,0.558
2735,solved,0.002
2736,solved,0
2737,solved,0.003
2738,unsolvable,90.787
2739,solved,0
2740,solved,0.002
2741,solved,0
2742,solved,0.11
2743,solved,0.001
2744,solved,3.567
2745,unsolvable,20.146
2746,unsolvable,6.641
2747,solved,0
2748,solved,1.219
2749,unsolvable,6.831
2750,solved,0.01
2751,solved,0
2752,solved,0
2753,solved,0
2754,unknown,3600
2755,unsolvable,0
2756,solved,0.709
2757,unsolvable,0.175
2758,solved,0
2759,solved,8.814
2760,solved,0
2761,unsolvable,0
2762,solved,0.093
2763,solved,0.001
2764,solved,0
2765,solved,0.001
2766,solved,0.016
2767,unsolvable,0.002
2768,solved,0
2769,unknown,3600
2770,solved,0
2771,solved,0.019
2772,solved,0
2773,unknown,3600
2774,solved,0.004
2775,unsolvable,0.001
2776,solved,0.001
2777,unsolvable,0.042
2778,unsolvable,0.01
2779,solved,0.001
2780,unknown,3600
2781,solved,0.013
2782,solved,0.077
2783,unsolvable,0.021
2784,solved,0.004
2785,solved,0
2786,solved,0
2787,solved,0.001
2788,solved,0
2789,solved,0.001
2790,solved,0
2791,solved,0
2792,solved,0.044
2793,solved,0.001
2794,unknown,3600
2795,solved,944.542
2796,solved,0.001
2797,unsolvable,0.08
2798,solved,0
2799,solved,2.31
2800,solved,0.001
2801,solved,0.456
2802,solved,0
2803,solved,0.32
2804,solved,0.032
2805,solved,0.001
2806,unsolvable,0.001
2807,unsolvable,0.001
2808,solved,0
2809,solved,0.017
2810,solved,0.055
2811,unknown,3600
2812,solved,0.08
2813,solved,0.026
2814,solved,0
2815,solved,0.043
2816,solved,0.001
2817,solved,0
2818,unsolvable,0.005
2819,solved,1.249
2820,unsolvable,249.25
2821,solved,0.162
2822,unsolvable,3.694
2823,solved,0.331
2824,solved,0.139
2825,unknown,3600
2826,solved,0
2827,unsolvable,1.716
2828,solved,0
2829,solved,0.001
2830,solved,0.013
2831,solved,0
2832,solved,0.001
2833,solved,0
2834,solved,0.181
2835,solved,0
2836,solved,0
2837,solved,0.002
2838,unsolvable,0.011
2839,solved,0.016
2840,solved,0
2841,solved,0.013
2842,solved,0.027
2843,solved,0.002
2844,solved,0
2845,solved,0.008
2846,solved,1.284
2847,unsolvable,3096.716
2848,solved,0.011
2849,solved,0.056
2850,solved,0
2851,solved,0
2852,unsolvable,0.074
2853,solved,0
2854,solved,0
2855,unsolvable,0.078
2856,solved,0
2857,solved,0
2858,solved,0.022
2859,solved,0
2860,solved,0
2861,solved,0
2862,solved,0
2863,solved,0
2864,solved,0.006
2865,solved,0
2866,solved,0
2867,solved,0.042
2868,solved,0.156
2869,solved,0
2870,solved,0.117
2871,solved,0
2872,solved,0
2873,solved,0.001
2874,unsolvable,0.011
2875,solved,0
2876,solved,0
2877,solved,1.797
2878,solved,0.943
2879,solved,1.336
2880,solved,0
2881,solved,2.249
2882,solved,0
2883,solved,0.001
2884,unknown,3600.023
2885,solved,0
2886,solved,0
2887,unsolvable,0
2888,solved,0
2889,solved,0
2890,unsolvable,0
2891,solved,0.015
2892,solved,0.061
2893,unsolvable,0.059
2894,unsolvable,0.033
2895,solved,0.056
2896,solved,0
2897,solved,0.001
2898,solved,0
2899,solved,0.136
2900,solved,2.427
2901,solved,0.135
2902,unsolvable,0
2903,solved,0
2904,solved,0.007
2905,solved,0
2906,solved,0
2907,solved,0
2908,solved,0.001
2909,solved,0.001
2910,unknown,3600.013
2911,solved,0
2912,solved,0
2913,unsolvable,0
2914,solved,0.014
2915,solved,0.057
2916,solved,0.138
2917,solved,0
2918,solved,0
2919,unsolvable,0
2920,unknown,3600
2921,unsolvable,0.019
2922,solved,0
2923,solved,0.381
2924,solved,0.022
2925,unknown,3600
2926,unsolvable,0.008
2927,solved,0.004
2928,solved,1.062
2929,solved,0
2930,solved,0
2931,solved,1.525
2932,solved,0.002
2933,unknown,3600
2934,solved,0.002
2935,solved,0.001
2936,solved,0
2937,solved,0.003
2938,unsolvable,112.931
2939,solved,0.005
2940,unsolvable,0.079
2941,solved,0
2942,solved,2.736
2943,unsolvable,0.007
2944,solved,0
2945,solved,0.118
2946,solved,0
2947,solved,0
2948,solved,0
2949,solved,0
2950,solved,0
2951,solved,0.002
2952,solved,0
2953,solved,0
2954,solved,0.002
2955,solved,0.001
2956,solved,0.002
2957,solved,0.004
2958,solved,0.007
2959,solved,0.572
2960,solved,0.107
2961,solved,0.029
2962,solved,0
2963,solved,0
2964,solved,0.03
2965,solved,0.532
2966,solved,0.003
2967,solved,0
2968,solved,0.241
2969,solved,0.001
2970,solved,0.778
2971,solved,0.053
2972,unsolvable,0
2973,solved,0
2974,unsolvable,0
2975,solved,0
2976,solved,1.737
2977,solved,0
2978,solved,2.15
2979,unsolvable,0
2980,solved,0.007
2981,solved,0
2982,unsolvable,0.369
2983,unsolvable,0.006
