Seed,result,time (seconds)
1049,solved,105.6416667
1050,solved,79.308
1051,solved,145.8076667
1052,solved,148.4246667
1053,solved,72.57533333
1054,solved,97.85166667
1055,unsolvable,37.943
1056,solved,94.08666667
1057,solved,143.226
1058,unsolvable,30.13733333
1059,solved,67.64833333
1060,unsolvable,43.11333333
1061,solved,78.38266667
1062,solved,111.6203333
1063,unsolvable,28.79066667
1064,solved,108.7976667
1065,unsolvable,49.38233333
1066,unsolvable,40.67466667
1067,unsolvable,28.009
1068,solved,103.982
1069,solved,54.149
1070,unsolvable,90.63433333
1071,solved,82.314
1072,solved,55.682
1073,solved,75.03366667
1074,unsolvable,67.88633333
1075,solved,78.959
1076,solved,79.40466667
1077,unsolvable,8.575333333
1078,unsolvable,25.78166667
1079,solved,83.347
1080,solved,85.14033333
1081,unsolvable,41.94266667
1082,unsolvable,16.35233333
1083,solved,121.9216667
1084,solved,128.7593333
1085,solved,54.16666667
1086,unsolvable,30.62133333
1087,solved,66.073
1088,solved,73.69066667
1089,solved,164.482
1090,solved,107.2906667
1091,solved,81.019
1092,solved,47.21833333
1093,solved,101.365
1094,solved,99.60633333
1095,solved,58.54666667
1096,solved,90.39066667
1097,solved,152.7773333
1098,solved,112.81
1099,solved,117.6326667
1100,solved,71.843
1101,solved,81.888
1102,unsolvable,73.07333333
1103,solved,79.77466667
1104,solved,136.0273333
1105,unsolvable,55.19566667
1106,unsolvable,10.316
1107,solved,478.115
1108,solved,100.5213333
1109,solved,148.9506667
1110,unsolvable,154.171
1111,solved,69.69433333
1112,solved,55.43866667
1113,unsolvable,27.65766667
1114,solved,230.3066667
1115,solved,198.3923333
1116,solved,78.82566667
1117,solved,101.1423333
1118,solved,170.4123333
1119,solved,123.522
1120,unsolvable,11.40166667
1121,solved,73.44366667
1122,solved,63.60033333
1123,solved,97.059
1124,solved,151.4776667
1125,unsolvable,93.49
1126,solved,84.351
1127,solved,68.07666667
1128,solved,57.57
1129,solved,64.812
1130,solved,106.0966667
1131,solved,108.6233333
1132,unsolvable,17.264
1133,solved,75.48566667
1134,solved,92.759
1135,solved,166.9
1136,solved,56.00366667
1137,unsolvable,46.68666667
1138,solved,66.99566667
1139,unsolvable,42.357
1140,solved,98.05766667
1141,solved,92.342
1142,solved,36.21866667
1143,solved,47.12033333
1144,solved,112.795
1145,solved,111.0246667
1146,solved,141.3076667
1147,solved,106.754
1148,solved,108.5376667
1149,solved,188.377
1150,solved,90.79433333
1151,solved,138.85
1152,solved,99.63433333
1153,solved,201.9616667
1154,solved,83.916
1155,solved,120.47
1156,solved,169.456
1157,unsolvable,25.23633333
1158,solved,104.0216667
1159,unsolvable,298.6156667
1160,unsolvable,42.62866667
1161,solved,118.739
1162,solved,66.08766667
1163,solved,132.635
1164,unsolvable,33.60266667
1165,unsolvable,147.0006667
1166,unsolvable,78.39833333
1167,solved,73.19233333
1168,solved,106.283
1169,solved,70.43333333
1170,unsolvable,36.36166667
1171,solved,107.9616667
1172,solved,62.08366667
1173,solved,133.8156667
1174,solved,89.51733333
1175,solved,131.8453333
1176,solved,60.53233333
1177,solved,72.34566667
1178,solved,134.7883333
1179,unsolvable,20.31833333
1180,solved,93.19233333
1181,solved,75.23566667
1182,solved,58.97633333
1183,unsolvable,75.003
1184,solved,70.827
1185,solved,77.35266667
1186,solved,90.523
1187,unsolvable,36.775
1188,solved,73.98266667
1189,unsolvable,74.318
1190,solved,50.02766667
1191,unsolvable,29.06133333
1192,unsolvable,25.35033333
1193,solved,49.76466667
1194,solved,59.59066667
1195,solved,53.1
1196,solved,179.7563333
